Attraction_Name,Nearby_Place,Distance_KM,Category,Rating
Annapurna Kitchen near Holy Ashram of Udaipur,Holy Ashram of Udaipur,2.4,Food & Dining,4.7
Central Arcade near Holy Ashram of Udaipur,Holy Ashram of Udaipur,3.2,Shopping,4.4
Hiking Point near Holy Ashram of Udaipur,Holy Ashram of Udaipur,4.5,Activity,4.7
Chai Villa Bakery near Udaipur Summit Trekking Trail,Udaipur Summit Trekking Trail,2.3,Food & Dining,4.6
Local Arcade near Udaipur Summit Trekking Trail,Udaipur Summit Trekking Trail,1.6,Shopping,4.4
Transit Corner near Udaipur Summit Trekking Trail,Udaipur Summit Trekking Trail,1.3,Transit,4.1
Chai Villa Point near Ethnic Udaipur Traditional Bazaar,Ethnic Udaipur Traditional Bazaar,1.7,Food & Dining,3.8
Ethnic Cooperative near Ethnic Udaipur Traditional Bazaar,Ethnic Udaipur Traditional Bazaar,0.5,Shopping,3.7
Photography Spot near Ethnic Udaipur Traditional Bazaar,Ethnic Udaipur Traditional Bazaar,3.3,Viewpoint,4.5
Street Bakery near Emerald Hills of Jodhpur,Emerald Hills of Jodhpur,0.8,Food & Dining,4.4
Bustling Hub near Emerald Hills of Jodhpur,Emerald Hills of Jodhpur,1.3,Shopping,3.9
Transit Corner near Emerald Hills of Jodhpur,Emerald Hills of Jodhpur,3.3,Transit,4.7
Laziz Corner near Jodhpur Imperial Gateway,Jodhpur Imperial Gateway,1.2,Food & Dining,4.8
Traditional Bazaar near Jodhpur Imperial Gateway,Jodhpur Imperial Gateway,2.9,Shopping,4.0
Adventure Cliff near Jodhpur Imperial Gateway,Jodhpur Imperial Gateway,4.9,Activity,4.3
Bistro Bakery near Eternal Jodhpur Mosque,Eternal Jodhpur Mosque,0.9,Food & Dining,4.7
Souvenir Market near Eternal Jodhpur Mosque,Eternal Jodhpur Mosque,1.6,Shopping,4.6
Sunset Deck near Eternal Jodhpur Mosque,Eternal Jodhpur Mosque,0.8,Viewpoint,4.9
The Spicy Kitchen near Wild Zip-line Valley of Jodhpur,Wild Zip-line Valley of Jodhpur,1.0,Food & Dining,4.4
Traditional Corner near Wild Zip-line Valley of Jodhpur,Wild Zip-line Valley of Jodhpur,3.4,Shopping,3.7
Boating Lake near Wild Zip-line Valley of Jodhpur,Wild Zip-line Valley of Jodhpur,2.7,Viewpoint,4.1
Laziz Point near Jodhpur Ethnic Folk Centre,Jodhpur Ethnic Folk Centre,1.9,Food & Dining,4.1
Local Flea Market near Jodhpur Ethnic Folk Centre,Jodhpur Ethnic Folk Centre,2.5,Shopping,4.5
Local Market Corner near Jodhpur Ethnic Folk Centre,Jodhpur Ethnic Folk Centre,4.3,Local Market,3.7
The Spicy Chaat Bhandar near Central Jodhpur Cooperative Store,Central Jodhpur Cooperative Store,2.1,Food & Dining,4.1
Central Bazaar near Central Jodhpur Cooperative Store,Central Jodhpur Cooperative Store,3.0,Shopping,4.5
Cable Car Station near Central Jodhpur Cooperative Store,Central Jodhpur Cooperative Store,0.7,Viewpoint,4.5
Gourmet Spot near Legacy Historic Cafe of Jodhpur,Legacy Historic Cafe of Jodhpur,1.7,Food & Dining,4.8
Souvenir Flea Market near Legacy Historic Cafe of Jodhpur,Legacy Historic Cafe of Jodhpur,0.3,Shopping,4.1
Local Market Corner near Legacy Historic Cafe of Jodhpur,Legacy Historic Cafe of Jodhpur,3.9,Local Market,4.7
Street Cafe near Jodhpur Stellar Art Gallery,Jodhpur Stellar Art Gallery,1.2,Food & Dining,3.9
Souvenir Cooperative near Jodhpur Stellar Art Gallery,Jodhpur Stellar Art Gallery,2.9,Shopping,4.5
Local Market Corner near Jodhpur Stellar Art Gallery,Jodhpur Stellar Art Gallery,4.3,Local Market,4.3
The Spicy Chaat Bhandar near Silent Jodhpur Valley,Silent Jodhpur Valley,0.7,Food & Dining,4.6
Traditional Flea Market near Silent Jodhpur Valley,Silent Jodhpur Valley,3.0,Shopping,4.7
Photography Spot near Silent Jodhpur Valley,Silent Jodhpur Valley,1.2,Viewpoint,4.0
Cafe Cafe near Royal Ruin of Jodhpur,Royal Ruin of Jodhpur,1.8,Food & Dining,4.6
Artisans Bazaar near Royal Ruin of Jodhpur,Royal Ruin of Jodhpur,1.7,Shopping,3.6
Local Market Corner near Royal Ruin of Jodhpur,Royal Ruin of Jodhpur,0.4,Local Market,4.6
Bistro Chaat Bhandar near Jodhpur Eternal Mosque,Jodhpur Eternal Mosque,1.1,Food & Dining,4.8
Traditional Bazaar near Jodhpur Eternal Mosque,Jodhpur Eternal Mosque,1.9,Shopping,4.0
Photography Spot near Jodhpur Eternal Mosque,Jodhpur Eternal Mosque,0.7,Viewpoint,3.6
Gourmet Corner near Wild Jodhpur Rafting Camp,Wild Jodhpur Rafting Camp,1.1,Food & Dining,4.0
Central Emporium near Wild Jodhpur Rafting Camp,Wild Jodhpur Rafting Camp,1.5,Shopping,4.8
Transit Corner near Wild Jodhpur Rafting Camp,Wild Jodhpur Rafting Camp,1.5,Transit,3.7
Chai Villa Diner near Classical Art Village of Jodhpur,Classical Art Village of Jodhpur,0.5,Food & Dining,3.9
Souvenir Flea Market near Classical Art Village of Jodhpur,Classical Art Village of Jodhpur,2.1,Shopping,4.2
Heritage Walk near Classical Art Village of Jodhpur,Classical Art Village of Jodhpur,3.0,Viewpoint,4.7
Laziz Dhaba near Jodhpur Craft Emporium,Jodhpur Craft Emporium,0.1,Food & Dining,3.6
Local Bazaar near Jodhpur Craft Emporium,Jodhpur Craft Emporium,3.2,Shopping,4.1
Transit Corner near Jodhpur Craft Emporium,Jodhpur Craft Emporium,3.2,Transit,4.3
Gourmet Diner near Flavors Jodhpur Dhaba Zone,Flavors Jodhpur Dhaba Zone,1.5,Food & Dining,4.5
Local Hub near Flavors Jodhpur Dhaba Zone,Flavors Jodhpur Dhaba Zone,0.5,Shopping,3.6
Boating Lake near Flavors Jodhpur Dhaba Zone,Flavors Jodhpur Dhaba Zone,4.7,Viewpoint,4.3
Desi Treats near Futuristic Aquarium of Jodhpur,Futuristic Aquarium of Jodhpur,0.3,Food & Dining,4.0
Ethnic Market near Futuristic Aquarium of Jodhpur,Futuristic Aquarium of Jodhpur,1.7,Shopping,4.0
Transit Corner near Futuristic Aquarium of Jodhpur,Futuristic Aquarium of Jodhpur,3.7,Transit,3.7
Laziz Bakery near Jodhpur Mist-Clad River Confluence,Jodhpur Mist-Clad River Confluence,1.1,Food & Dining,4.1
Traditional Emporium near Jodhpur Mist-Clad River Confluence,Jodhpur Mist-Clad River Confluence,0.6,Shopping,3.7
Heritage Walk near Jodhpur Mist-Clad River Confluence,Jodhpur Mist-Clad River Confluence,0.9,Activity,4.3
Annapurna Treats near Historic Jodhpur Ancient Caves,Historic Jodhpur Ancient Caves,1.3,Food & Dining,4.8
Artisans Cooperative near Historic Jodhpur Ancient Caves,Historic Jodhpur Ancient Caves,1.3,Shopping,4.5
Transit Corner near Historic Jodhpur Ancient Caves,Historic Jodhpur Ancient Caves,4.7,Transit,3.8
Annapurna Diner near Eternal Mosque of Jodhpur,Eternal Mosque of Jodhpur,2.1,Food & Dining,4.6
Bustling Corner near Eternal Mosque of Jodhpur,Eternal Mosque of Jodhpur,2.1,Shopping,3.7
Local Market Corner near Eternal Mosque of Jodhpur,Eternal Mosque of Jodhpur,0.9,Local Market,5.0
Street Chaat Bhandar near Jodhpur Wild Camping Ridge,Jodhpur Wild Camping Ridge,2.0,Food & Dining,4.6
Traditional Arcade near Jodhpur Wild Camping Ridge,Jodhpur Wild Camping Ridge,2.2,Shopping,4.7
Transit Corner near Jodhpur Wild Camping Ridge,Jodhpur Wild Camping Ridge,3.3,Transit,3.6
Gourmet Treats near Legacy Jodhpur Heritage Craft Complex,Legacy Jodhpur Heritage Craft Complex,0.9,Food & Dining,4.6
Artisans Arcade near Legacy Jodhpur Heritage Craft Complex,Legacy Jodhpur Heritage Craft Complex,0.6,Shopping,3.8
Cable Car Station near Legacy Jodhpur Heritage Craft Complex,Legacy Jodhpur Heritage Craft Complex,1.1,Activity,3.6
Cafe Spot near Royal Spices Corner of Jodhpur,Royal Spices Corner of Jodhpur,1.4,Food & Dining,3.8
Local Market near Royal Spices Corner of Jodhpur,Royal Spices Corner of Jodhpur,3.1,Shopping,4.8
Walkway Park near Royal Spices Corner of Jodhpur,Royal Spices Corner of Jodhpur,0.9,Viewpoint,4.7
Laziz Point near Jodhpur Traditional Sweet Alley,Jodhpur Traditional Sweet Alley,0.6,Food & Dining,4.1
Bustling Corner near Jodhpur Traditional Sweet Alley,Jodhpur Traditional Sweet Alley,3.5,Shopping,4.0
Transit Corner near Jodhpur Traditional Sweet Alley,Jodhpur Traditional Sweet Alley,1.8,Transit,4.0
Chai Villa Chaat Bhandar near Cosmo Jodhpur Amusement Park,Cosmo Jodhpur Amusement Park,1.8,Food & Dining,3.9
Souvenir Emporium near Cosmo Jodhpur Amusement Park,Cosmo Jodhpur Amusement Park,0.6,Shopping,4.6
Transit Corner near Cosmo Jodhpur Amusement Park,Cosmo Jodhpur Amusement Park,1.3,Transit,5.0
Royal Diner near Serene Hills of Jodhpur,Serene Hills of Jodhpur,1.9,Food & Dining,4.8
Traditional Hub near Serene Hills of Jodhpur,Serene Hills of Jodhpur,3.4,Shopping,3.9
Heritage Walk near Serene Hills of Jodhpur,Serene Hills of Jodhpur,0.6,Activity,4.7
Cafe Diner near Jodhpur Sovereign Fort,Jodhpur Sovereign Fort,0.6,Food & Dining,4.6
Artisans Arcade near Jodhpur Sovereign Fort,Jodhpur Sovereign Fort,0.4,Shopping,4.4
Transit Corner near Jodhpur Sovereign Fort,Jodhpur Sovereign Fort,1.8,Transit,4.1
Desi Chaat Bhandar near Eternal Jodhpur Mosque,Eternal Jodhpur Mosque,1.8,Food & Dining,3.8
Bustling Corner near Eternal Jodhpur Mosque,Eternal Jodhpur Mosque,1.2,Shopping,4.6
Sunset Deck near Eternal Jodhpur Mosque,Eternal Jodhpur Mosque,1.7,Activity,3.7
Annapurna Bakery near Wild Paragliding Launch of Jodhpur,Wild Paragliding Launch of Jodhpur,2.1,Food & Dining,4.8
Central Corner near Wild Paragliding Launch of Jodhpur,Wild Paragliding Launch of Jodhpur,3.1,Shopping,3.6
Transit Corner near Wild Paragliding Launch of Jodhpur,Wild Paragliding Launch of Jodhpur,2.0,Transit,4.2
Royal Corner near Jodhpur Creative Folk Centre,Jodhpur Creative Folk Centre,1.9,Food & Dining,4.9
Bustling Cooperative near Jodhpur Creative Folk Centre,Jodhpur Creative Folk Centre,3.0,Shopping,4.0
Hiking Point near Jodhpur Creative Folk Centre,Jodhpur Creative Folk Centre,4.3,Viewpoint,4.7
Laziz Point near Local Jodhpur Flea Market,Local Jodhpur Flea Market,2.2,Food & Dining,3.8
Artisans Hub near Local Jodhpur Flea Market,Local Jodhpur Flea Market,3.0,Shopping,4.1
Local Market Corner near Local Jodhpur Flea Market,Local Jodhpur Flea Market,1.7,Local Market,3.6
Gourmet Spot near Savory Food Street of Jodhpur,Savory Food Street of Jodhpur,0.6,Food & Dining,4.2
Ethnic Market near Savory Food Street of Jodhpur,Savory Food Street of Jodhpur,1.9,Shopping,4.8
Hiking Point near Savory Food Street of Jodhpur,Savory Food Street of Jodhpur,1.3,Activity,4.9
Chai Villa Dhaba near Jodhpur Apex Botanical Conservatory,Jodhpur Apex Botanical Conservatory,1.6,Food & Dining,3.8
Local Hub near Jodhpur Apex Botanical Conservatory,Jodhpur Apex Botanical Conservatory,2.6,Shopping,3.6
Transit Corner near Jodhpur Apex Botanical Conservatory,Jodhpur Apex Botanical Conservatory,1.2,Transit,4.6
Royal Dhaba near Silver Jodhpur Valley,Silver Jodhpur Valley,0.6,Food & Dining,4.4
Artisans Cooperative near Silver Jodhpur Valley,Silver Jodhpur Valley,1.5,Shopping,4.7
Local Market Corner near Silver Jodhpur Valley,Silver Jodhpur Valley,0.7,Local Market,4.9
Chai Villa Cafe near Grand Museum of Jodhpur,Grand Museum of Jodhpur,1.3,Food & Dining,4.2
Bustling Corner near Grand Museum of Jodhpur,Grand Museum of Jodhpur,1.4,Shopping,4.2
Transit Corner near Grand Museum of Jodhpur,Grand Museum of Jodhpur,3.1,Transit,4.8
Street Corner near Jodhpur Eternal Mosque,Jodhpur Eternal Mosque,1.2,Food & Dining,3.6
Ethnic Hub near Jodhpur Eternal Mosque,Jodhpur Eternal Mosque,3.2,Shopping,4.3
Local Market Corner near Jodhpur Eternal Mosque,Jodhpur Eternal Mosque,2.2,Local Market,4.5
Desi Dhaba near Wild Jodhpur Climbing Wall,Wild Jodhpur Climbing Wall,2.3,Food & Dining,4.3
Local Flea Market near Wild Jodhpur Climbing Wall,Wild Jodhpur Climbing Wall,2.3,Shopping,4.2
Local Market Corner near Wild Jodhpur Climbing Wall,Wild Jodhpur Climbing Wall,0.7,Local Market,4.3
Annapurna Treats near Folk Art Village of Jodhpur,Folk Art Village of Jodhpur,1.9,Food & Dining,4.4
Artisans Cooperative near Folk Art Village of Jodhpur,Folk Art Village of Jodhpur,1.9,Shopping,4.1
Local Market Corner near Folk Art Village of Jodhpur,Folk Art Village of Jodhpur,1.0,Local Market,3.5
Royal Chaat Bhandar near Jodhpur Traditional Market,Jodhpur Traditional Market,2.4,Food & Dining,4.0
Central Bazaar near Jodhpur Traditional Market,Jodhpur Traditional Market,3.1,Shopping,4.7
Local Market Corner near Jodhpur Traditional Market,Jodhpur Traditional Market,0.7,Local Market,3.9
Royal Dhaba near Authentic Jodhpur Spice Lane,Authentic Jodhpur Spice Lane,1.9,Food & Dining,4.9
Traditional Market near Authentic Jodhpur Spice Lane,Authentic Jodhpur Spice Lane,3.5,Shopping,3.8
Local Market Corner near Authentic Jodhpur Spice Lane,Authentic Jodhpur Spice Lane,1.1,Local Market,4.3
Desi Kitchen near Tech Science Arena of Jodhpur,Tech Science Arena of Jodhpur,1.2,Food & Dining,3.6
Artisans Market near Tech Science Arena of Jodhpur,Tech Science Arena of Jodhpur,3.5,Shopping,4.2
Cable Car Station near Tech Science Arena of Jodhpur,Tech Science Arena of Jodhpur,0.5,Viewpoint,4.7
Annapurna Bakery near Jodhpur Emerald River Confluence,Jodhpur Emerald River Confluence,2.4,Food & Dining,4.3
Artisans Market near Jodhpur Emerald River Confluence,Jodhpur Emerald River Confluence,0.7,Shopping,4.5
Transit Corner near Jodhpur Emerald River Confluence,Jodhpur Emerald River Confluence,2.2,Transit,4.1
The Spicy Point near Victorian Jodhpur Gateway,Victorian Jodhpur Gateway,0.9,Food & Dining,4.4
Artisans Market near Victorian Jodhpur Gateway,Victorian Jodhpur Gateway,3.5,Shopping,4.4
Heritage Walk near Victorian Jodhpur Gateway,Victorian Jodhpur Gateway,3.7,Activity,4.9
Gourmet Point near Eternal Mosque of Jodhpur,Eternal Mosque of Jodhpur,1.7,Food & Dining,3.9
Traditional Flea Market near Eternal Mosque of Jodhpur,Eternal Mosque of Jodhpur,3.4,Shopping,3.6
Hiking Point near Eternal Mosque of Jodhpur,Eternal Mosque of Jodhpur,2.7,Activity,4.0
Laziz Spot near Jodhpur Wild Safari Zone,Jodhpur Wild Safari Zone,0.2,Food & Dining,4.6
Local Corner near Jodhpur Wild Safari Zone,Jodhpur Wild Safari Zone,0.5,Shopping,4.4
Sunset Deck near Jodhpur Wild Safari Zone,Jodhpur Wild Safari Zone,2.2,Activity,3.9
Annapurna Cafe near Artistic Jodhpur Heritage Craft Complex,Artistic Jodhpur Heritage Craft Complex,1.8,Food & Dining,3.8
Central Corner near Artistic Jodhpur Heritage Craft Complex,Artistic Jodhpur Heritage Craft Complex,2.9,Shopping,3.7
Walkway Park near Artistic Jodhpur Heritage Craft Complex,Artistic Jodhpur Heritage Craft Complex,4.4,Activity,4.2
Gourmet Corner near Hidden Peak of Jaisalmer,Hidden Peak of Jaisalmer,2.3,Food & Dining,4.7
Artisans Emporium near Hidden Peak of Jaisalmer,Hidden Peak of Jaisalmer,3.0,Shopping,4.5
Transit Corner near Hidden Peak of Jaisalmer,Hidden Peak of Jaisalmer,3.1,Transit,4.9
Chai Villa Treats near Jaisalmer Imperial Tomb,Jaisalmer Imperial Tomb,2.4,Food & Dining,4.4
Local Market near Jaisalmer Imperial Tomb,Jaisalmer Imperial Tomb,0.3,Shopping,3.6
Cable Car Station near Jaisalmer Imperial Tomb,Jaisalmer Imperial Tomb,4.4,Viewpoint,4.3
Royal Diner near Divine Jaisalmer Gurudwara,Divine Jaisalmer Gurudwara,1.8,Food & Dining,4.8
Bustling Arcade near Divine Jaisalmer Gurudwara,Divine Jaisalmer Gurudwara,3.4,Shopping,4.5
Transit Corner near Divine Jaisalmer Gurudwara,Divine Jaisalmer Gurudwara,3.4,Transit,4.1
The Spicy Point near Rogue Trekking Trail of Jaisalmer,Rogue Trekking Trail of Jaisalmer,0.4,Food & Dining,4.5
Souvenir Cooperative near Rogue Trekking Trail of Jaisalmer,Rogue Trekking Trail of Jaisalmer,2.9,Shopping,4.3
Transit Corner near Rogue Trekking Trail of Jaisalmer,Rogue Trekking Trail of Jaisalmer,3.5,Transit,5.0
Cafe Diner near Jaisalmer Artistic Amphitheatre,Jaisalmer Artistic Amphitheatre,1.6,Food & Dining,4.0
Bustling Market near Jaisalmer Artistic Amphitheatre,Jaisalmer Artistic Amphitheatre,1.1,Shopping,4.1
Transit Corner near Jaisalmer Artistic Amphitheatre,Jaisalmer Artistic Amphitheatre,1.8,Transit,4.5
Bistro Bakery near Bustling Jaisalmer Bazaar,Bustling Jaisalmer Bazaar,1.1,Food & Dining,4.7
Central Hub near Bustling Jaisalmer Bazaar,Bustling Jaisalmer Bazaar,1.9,Shopping,4.4
Transit Corner near Bustling Jaisalmer Bazaar,Bustling Jaisalmer Bazaar,2.4,Transit,4.5
Street Diner near Culinary Chaat Corner of Jaisalmer,Culinary Chaat Corner of Jaisalmer,0.5,Food & Dining,4.3
Central Market near Culinary Chaat Corner of Jaisalmer,Culinary Chaat Corner of Jaisalmer,1.8,Shopping,4.4
Transit Corner near Culinary Chaat Corner of Jaisalmer,Culinary Chaat Corner of Jaisalmer,0.3,Transit,4.8
Street Dhaba near Jaisalmer Infinity Planetarium,Jaisalmer Infinity Planetarium,0.1,Food & Dining,3.7
Bustling Cooperative near Jaisalmer Infinity Planetarium,Jaisalmer Infinity Planetarium,2.8,Shopping,4.5
Local Market Corner near Jaisalmer Infinity Planetarium,Jaisalmer Infinity Planetarium,1.8,Local Market,4.2
Chai Villa Point near Whispering Jaisalmer Gardens,Whispering Jaisalmer Gardens,0.1,Food & Dining,4.9
Central Hub near Whispering Jaisalmer Gardens,Whispering Jaisalmer Gardens,1.9,Shopping,4.5
Transit Corner near Whispering Jaisalmer Gardens,Whispering Jaisalmer Gardens,4.8,Transit,5.0
Bistro Kitchen near Royal Palace of Jaisalmer,Royal Palace of Jaisalmer,2.1,Food & Dining,3.9
Ethnic Cooperative near Royal Palace of Jaisalmer,Royal Palace of Jaisalmer,2.0,Shopping,4.5
Local Market Corner near Royal Palace of Jaisalmer,Royal Palace of Jaisalmer,3.1,Local Market,4.3
Chai Villa Corner near Jaisalmer Divine Gurudwara,Jaisalmer Divine Gurudwara,1.8,Food & Dining,4.5
Handicrafts Flea Market near Jaisalmer Divine Gurudwara,Jaisalmer Divine Gurudwara,2.6,Shopping,3.7
Transit Corner near Jaisalmer Divine Gurudwara,Jaisalmer Divine Gurudwara,2.8,Transit,4.9
Gourmet Cafe near Rogue Jaisalmer Zip-line Valley,Rogue Jaisalmer Zip-line Valley,0.2,Food & Dining,4.5
Bustling Arcade near Rogue Jaisalmer Zip-line Valley,Rogue Jaisalmer Zip-line Valley,1.4,Shopping,4.8
Transit Corner near Rogue Jaisalmer Zip-line Valley,Rogue Jaisalmer Zip-line Valley,2.7,Transit,4.7
Chai Villa Kitchen near Indigenous Cultural Theatre of Jaisalmer,Indigenous Cultural Theatre of Jaisalmer,1.3,Food & Dining,4.5
Artisans Arcade near Indigenous Cultural Theatre of Jaisalmer,Indigenous Cultural Theatre of Jaisalmer,0.9,Shopping,4.3
Local Market Corner near Indigenous Cultural Theatre of Jaisalmer,Indigenous Cultural Theatre of Jaisalmer,3.7,Local Market,4.1
Annapurna Dhaba near Jaisalmer Vibrant Cooperative Store,Jaisalmer Vibrant Cooperative Store,2.3,Food & Dining,3.7
Local Emporium near Jaisalmer Vibrant Cooperative Store,Jaisalmer Vibrant Cooperative Store,0.8,Shopping,4.8
Local Market Corner near Jaisalmer Vibrant Cooperative Store,Jaisalmer Vibrant Cooperative Store,0.4,Local Market,3.6
Royal Chaat Bhandar near Delight Jaisalmer Historic Cafe,Delight Jaisalmer Historic Cafe,1.0,Food & Dining,4.6
Traditional Bazaar near Delight Jaisalmer Historic Cafe,Delight Jaisalmer Historic Cafe,2.1,Shopping,4.6
Local Market Corner near Delight Jaisalmer Historic Cafe,Delight Jaisalmer Historic Cafe,2.0,Local Market,4.6
Street Point near Metro Art Gallery of Jaisalmer,Metro Art Gallery of Jaisalmer,0.3,Food & Dining,4.6
Local Cooperative near Metro Art Gallery of Jaisalmer,Metro Art Gallery of Jaisalmer,1.6,Shopping,3.7
Local Market Corner near Metro Art Gallery of Jaisalmer,Metro Art Gallery of Jaisalmer,2.6,Local Market,4.1
Annapurna Bakery near Jaisalmer Golden Meadow,Jaisalmer Golden Meadow,0.5,Food & Dining,4.5
Handicrafts Hub near Jaisalmer Golden Meadow,Jaisalmer Golden Meadow,3.4,Shopping,3.6
Walkway Park near Jaisalmer Golden Meadow,Jaisalmer Golden Meadow,1.8,Viewpoint,4.7
Gourmet Chaat Bhandar near Historic Jaisalmer Heritage Centre,Historic Jaisalmer Heritage Centre,0.8,Food & Dining,4.4
Central Cooperative near Historic Jaisalmer Heritage Centre,Historic Jaisalmer Heritage Centre,2.2,Shopping,4.3
Sunset Deck near Historic Jaisalmer Heritage Centre,Historic Jaisalmer Heritage Centre,1.4,Viewpoint,3.8
Annapurna Bakery near Divine Gurudwara of Jaisalmer,Divine Gurudwara of Jaisalmer,1.2,Food & Dining,4.1
Central Cooperative near Divine Gurudwara of Jaisalmer,Divine Gurudwara of Jaisalmer,1.9,Shopping,4.5
Heritage Walk near Divine Gurudwara of Jaisalmer,Divine Gurudwara of Jaisalmer,2.7,Viewpoint,4.9
Annapurna Bakery near Jaisalmer Rogue Rafting Camp,Jaisalmer Rogue Rafting Camp,2.2,Food & Dining,4.1
Ethnic Cooperative near Jaisalmer Rogue Rafting Camp,Jaisalmer Rogue Rafting Camp,1.4,Shopping,4.5
Heritage Walk near Jaisalmer Rogue Rafting Camp,Jaisalmer Rogue Rafting Camp,0.5,Viewpoint,4.7
Desi Corner near Ethnic Jaisalmer Traditional Bazaar,Ethnic Jaisalmer Traditional Bazaar,0.7,Food & Dining,4.3
